MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.6,39,7.75,2.88,4880,9.69,16.75,95.33,80.66
3.19,22,1.53,2.2,570,2.56,21.61,84.44,44.49
11.12,41,9.54,2.22,1189,6.17,32.1,68.16,99.97
5.46,16,3.04,1.15,3086,2.41,11.8,83.65,48.01
13.98,20,5.6,3.72,2525,1.67,21.69,71.3,67.18
6.34,48,9.84,3.28,1233,1.48,14.87,69.64,48.84
12.8,10,5.67,4.74,4012,4.08,33.28,77.18,91.55
8.59,7,6.75,4.48,650,4.46,18.37,76.58,10.66
14.02,45,8.99,4.83,448,4.6,30.31,69.93,96.57
14.83,24,9.71,3.91,2984,5.42,8.08,74.24,30.44
13.08,9,9.52,1.84,1503,7.76,26.25,75.65,87.36
5.31,7,1.29,2.23,4712,6.52,15.07,68.42,74.33
12.66,48,4.08,2.26,1901,9.93,32.71,88.96,10.9
11.15,14,9.86,4.82,4009,2.38,23.22,82.16,71.09
4.22,45,6.19,4.37,4646,9.75,29.39,81.64,76.83
13.76,16,9.21,4.13,4843,6.7,14.68,87.9,31.61
7.43,23,8.84,4.0,2523,1.87,17.69,86.65,17.35
8.64,36,9.33,1.57,2900,8.59,15.21,96.93,91.91
14.41,42,8.4,4.42,4970,8.85,9.36,70.82,70.18
14.5,42,6.63,4.96,1387,2.52,25.09,78.69,42.58
14.99,42,4.72,4.67,2896,2.53,16.4,91.56,10.54
6.97,17,3.76,4.07,1065,2.42,24.55,77.56,67.43
12.08,46,4.89,3.06,2310,7.89,8.78,77.41,36.5
4.23,18,1.85,1.84,2301,1.55,25.33,87.55,39.31
4.15,18,5.43,2.72,4187,5.32,35.68,84.51,50.95
4.01,9,7.49,2.71,3214,7.41,11.41,96.13,40.8
9.81,49,4.97,2.79,1678,1.11,18.18,85.61,95.11
4.48,40,5.25,2.1,4710,3.72,20.05,90.18,68.69
8.86,9,3.95,4.02,3828,9.83,33.95,70.72,51.56
7.75,17,8.25,4.21,1730,6.22,28.44,86.07,99.49
6.24,33,7.41,4.72,2640,7.36,8.26,74.91,70.18
7.88,5,9.42,2.13,2315,9.76,20.23,87.61,67.01
11.24,34,3.21,3.61,1864,4.63,9.72,73.54,17.96
7.72,17,4.63,2.97,2525,1.08,24.18,72.79,40.14
13.67,34,9.82,2.66,3855,5.1,16.63,86.43,90.67
6.57,32,6.56,1.5,2491,4.44,25.76,78.49,56.86
13.3,44,2.97,1.25,1855,5.6,34.94,93.71,43.96
8.48,13,9.94,2.09,4048,5.8,21.95,89.32,34.5
11.89,14,3.53,1.76,3433,5.16,11.08,72.76,50.94
5.55,10,8.6,4.26,3231,3.23,26.57,95.88,33.61
3.23,24,2.96,1.11,453,1.73,18.99,83.85,68.37
14.38,38,5.48,2.46,2440,1.94,35.57,75.96,77.76
4.62,48,2.63,1.26,4691,2.82,8.49,87.92,26.57
6.43,31,4.31,3.22,4661,9.84,11.45,90.56,21.3
2.04,31,2.05,2.93,1241,5.2,19.6,95.83,18.97
14.37,9,3.15,3.63,4407,8.03,14.53,76.94,45.66
14.89,5,1.51,4.81,2651,1.17,10.84,81.72,38.84
6.02,31,7.85,1.87,2855,4.51,12.63,81.88,39.25
2.86,24,2.1,3.56,1020,3.57,21.23,78.54,94.22
11.97,4,9.08,3.07,3870,3.93,24.66,81.22,44.46
4.83,18,5.03,1.52,1126,6.83,35.91,78.56,35.07
8.02,28,3.33,1.46,119,1.75,9.98,78.99,37.82
6.45,41,7.49,1.14,275,4.07,18.15,71.84,21.35
6.75,32,6.18,3.56,374,7.68,33.94,70.17,86.71
11.46,31,1.03,2.23,459,2.74,29.95,92.34,85.79
8.99,13,5.0,3.04,676,6.65,23.54,73.34,79.11
7.87,18,4.44,2.28,579,8.47,21.89,70.94,93.29
14.67,15,1.55,1.81,1740,8.9,33.92,74.91,78.12
5.77,8,3.79,4.74,2066,5.87,31.69,87.34,19.95
2.79,32,5.32,1.41,2662,4.88,32.5,80.55,78.79
14.16,44,4.34,3.0,1660,8.93,19.77,83.93,43.05
8.95,49,6.98,1.37,3514,5.28,19.04,91.85,76.77
4.03,40,8.26,2.65,1000,6.61,25.57,88.05,31.4
10.1,26,7.74,4.87,2594,6.66,21.59,86.23,71.12
5.65,3,1.23,2.37,3439,4.4,30.87,72.49,41.23
12.87,5,6.65,1.46,3559,4.33,31.05,77.04,44.79
9.35,5,2.24,2.71,777,8.94,20.07,86.18,21.75
8.99,29,6.11,3.49,912,1.8,21.57,70.92,18.42
6.2,37,1.82,1.16,4933,9.25,28.83,68.25,61.67
12.92,40,7.07,3.78,1191,3.37,19.5,79.13,95.82
9.7,39,5.24,1.75,1597,9.29,32.74,87.74,83.62
13.98,42,3.84,1.99,3150,1.12,31.16,84.57,40.86
3.5,15,6.09,3.48,621,3.11,26.97,83.62,42.68
6.75,34,4.38,4.03,3119,3.71,26.02,95.65,96.59
7.02,33,4.96,4.25,2111,5.44,34.81,72.21,21.17
9.24,29,5.35,2.88,3995,8.53,32.83,93.23,49.35
13.79,38,3.62,4.26,3923,1.65,10.79,90.0,26.71
3.96,18,9.53,2.19,1709,6.57,28.54,82.69,60.24
14.44,29,8.83,3.97,1352,5.53,24.68,80.99,30.33
13.55,29,8.04,1.82,540,7.79,12.86,95.85,42.37
10.47,12,8.76,2.32,2980,9.52,26.46,68.12,59.23
2.35,3,2.29,3.48,3470,4.97,31.66,69.46,19.67
13.71,48,9.35,1.92,1863,4.56,27.27,75.88,39.26
9.81,40,7.13,3.03,3471,7.56,33.41,79.72,64.85
7.1,6,9.49,4.44,2701,7.92,13.14,94.22,45.36
6.32,14,6.86,2.81,2968,3.07,35.24,85.8,21.3
8.85,1,4.95,2.97,1986,1.32,27.2,70.83,33.95
2.94,15,9.27,3.97,1637,8.3,30.94,89.96,43.36
8.93,19,6.48,2.86,1351,3.78,9.27,68.75,12.91
7.41,6,1.39,4.54,1718,5.61,32.77,81.99,14.11
3.13,37,4.82,2.17,4810,4.0,33.37,89.44,22.13
3.8,17,4.17,3.51,768,2.47,27.17,82.72,11.76
11.63,33,8.48,3.12,2824,5.41,27.14,91.63,88.08
2.09,41,1.05,3.14,4590,3.01,15.19,84.33,30.55
11.9,49,5.84,3.78,4063,5.6,33.65,69.15,87.97
13.93,24,4.59,4.63,2574,7.24,36.19,69.39,68.73
7.35,24,5.6,3.78,2397,6.03,22.92,77.58,87.1
12.82,26,6.44,2.55,4127,7.02,15.38,91.86,21.33
10.41,20,5.85,4.0,3824,4.89,13.82,69.36,87.62
13.47,26,4.57,1.24,1797,6.49,8.72,73.16,55.44
4.96,21,2.44,2.03,3351,6.05,17.94,96.88,19.43
3.18,3,6.33,1.31,4292,6.08,14.08,90.86,44.51
14.3,6,9.7,3.04,2008,7.26,21.28,74.28,25.35
6.71,7,2.22,1.94,1361,6.04,28.39,75.95,82.9
12.5,41,4.31,3.27,2734,7.35,27.48,89.13,86.37
9.15,4,8.61,2.17,3586,1.54,31.22,92.74,44.24
2.5,11,9.97,1.06,2480,4.35,11.07,80.94,31.83
3.64,8,4.66,2.14,4405,8.08,27.41,77.18,41.93
14.45,33,2.86,1.45,3261,5.35,14.1,68.19,60.48
12.68,25,8.78,1.28,3537,3.92,12.74,89.6,27.57
7.2,1,5.01,4.18,745,8.1,15.36,72.4,85.03
9.04,12,1.84,3.3,678,8.69,12.96,75.96,10.46
11.0,30,7.08,1.03,1624,3.21,30.52,88.03,13.01
10.38,27,4.33,3.02,3675,6.44,36.18,94.58,68.14
12.63,16,4.49,2.14,4093,9.61,33.48,69.03,20.62
6.51,38,4.27,1.21,3643,1.4,11.02,85.67,50.14
13.75,24,6.64,4.6,4111,3.19,17.34,93.05,43.3
8.99,35,8.88,2.35,3824,9.29,33.28,74.36,35.56
8.21,5,1.93,2.36,1294,5.89,20.27,69.45,65.51
3.98,35,2.88,4.46,4612,2.68,27.41,94.09,22.06
2.51,1,7.37,1.51,4154,8.87,36.55,86.56,10.83
6.71,42,6.77,3.05,751,5.3,29.77,76.28,97.45
12.56,33,2.11,1.28,3926,5.92,17.99,87.14,22.75
11.22,30,7.48,1.57,1737,2.59,22.25,76.78,49.46
8.06,24,4.98,4.01,3819,7.08,8.43,70.87,95.28
6.95,45,4.59,3.79,3147,7.12,10.53,94.23,42.79
9.23,25,5.95,4.51,3281,8.28,36.2,87.87,66.81
12.28,8,3.32,5.0,1533,6.13,11.88,89.12,62.39
8.74,31,2.16,2.22,670,3.06,33.97,73.98,85.54
7.73,32,5.46,1.82,4676,4.96,8.71,72.99,93.61
12.39,18,9.29,3.8,3121,1.58,27.35,93.32,97.11
9.35,47,8.76,2.65,268,7.81,35.65,80.38,48.46
8.09,18,1.95,2.12,3633,7.98,8.63,76.28,62.42
7.2,31,7.62,2.15,1844,1.73,26.02,71.18,24.5
13.99,6,8.08,1.27,4739,8.49,29.77,76.31,57.99
10.44,10,5.72,4.37,2059,6.11,30.64,90.43,35.78
7.48,46,9.31,1.21,4989,6.56,21.95,78.71,29.6
13.59,37,8.4,1.34,1648,1.89,14.51,73.55,82.64
10.17,23,9.6,4.06,970,8.39,22.09,74.71,33.59
2.8,13,2.91,2.32,752,6.33,17.09,75.39,74.56
4.4,14,8.37,1.23,3762,7.89,34.99,72.13,41.21
10.5,10,2.68,1.32,2071,1.22,35.62,81.71,46.11
5.78,43,5.11,1.04,4476,8.77,15.1,83.94,33.24
5.84,43,5.18,2.47,3871,4.82,12.41,78.44,80.79
4.69,43,7.69,4.92,4535,6.5,13.7,71.22,80.22
11.59,30,2.3,4.39,750,9.54,30.54,70.37,80.27
13.96,6,8.87,4.73,4562,5.23,21.88,71.7,42.78
3.11,35,5.09,3.53,359,9.7,17.99,83.37,46.41
8.43,34,5.21,3.61,2383,8.64,12.85,96.43,80.52
13.83,38,2.81,4.68,4121,2.71,10.08,80.32,71.64
8.24,27,6.09,2.47,4730,2.79,30.07,90.14,85.31
6.46,41,9.57,3.35,1724,5.11,28.1,80.29,18.19
12.41,41,2.17,3.1,2785,9.92,8.23,74.48,99.83
4.95,42,9.82,1.63,2937,1.87,35.61,81.63,30.49
14.39,9,9.35,4.11,708,7.44,25.4,81.46,44.23
10.69,11,8.74,1.28,3091,5.12,15.12,95.84,63.62
7.73,15,9.01,2.1,3054,6.95,27.33,71.68,87.76
7.14,36,7.79,3.7,4530,7.5,15.43,93.58,16.75
6.22,27,5.88,1.11,2431,6.5,14.96,68.71,27.19
7.87,40,4.01,3.48,2053,5.5,22.48,89.96,68.94
11.53,11,1.58,1.5,371,8.66,23.78,88.28,92.85
12.02,27,9.43,3.82,1310,2.45,36.51,74.09,28.39
4.15,10,3.06,3.11,4198,3.57,30.8,71.99,82.26
12.57,47,1.38,2.34,4962,5.2,17.6,78.94,99.19
7.95,13,7.11,1.63,3015,3.1,20.09,72.41,35.15
8.03,9,6.09,1.67,1116,1.71,16.07,71.87,52.05
14.24,42,6.64,4.65,3750,5.01,13.34,69.15,44.47
2.21,35,9.54,3.17,4892,2.66,24.16,77.39,40.49
4.11,29,4.3,3.01,605,3.58,21.16,73.41,73.22
13.51,14,1.91,1.6,2610,2.88,32.14,84.32,30.01
14.71,48,9.63,3.83,1315,6.52,34.54,87.18,16.58
10.33,13,9.73,1.75,1860,6.46,35.33,92.49,70.02
2.1,47,9.38,1.3,4309,3.32,31.24,81.7,19.47
10.33,24,9.46,4.77,1387,4.71,31.9,80.5,66.28
11.59,12,6.55,2.78,4490,8.17,10.36,87.54,91.37
10.28,48,8.5,2.68,1395,5.11,16.46,77.32,67.99
5.05,36,4.55,2.47,3264,7.24,12.59,69.37,78.99
8.35,34,1.3,3.98,2105,4.38,35.24,80.04,71.91
12.14,47,6.47,4.5,3978,5.77,20.67,90.75,59.6
8.16,13,1.7,3.68,2686,5.85,12.5,96.15,35.36
8.35,18,1.18,2.39,357,2.52,20.39,93.06,71.19
10.52,33,3.43,1.11,767,8.51,36.06,75.5,61.58
9.72,49,8.78,4.69,4061,3.55,30.06,71.08,41.37
14.43,19,7.37,4.34,3824,9.04,20.69,89.35,26.83
9.71,8,1.56,1.61,3938,1.25,17.14,70.21,31.71
5.32,48,7.35,1.07,4070,4.51,19.16,83.34,24.75
9.52,34,3.53,3.58,3618,2.66,32.12,80.62,13.32
7.87,23,5.49,2.14,3905,8.27,25.41,82.04,24.25
12.27,38,5.19,4.16,4206,7.33,30.0,73.27,94.64
14.93,20,8.11,1.5,2106,3.69,29.67,82.74,24.88
3.18,7,9.62,2.46,4938,3.51,31.94,85.61,48.05
9.24,4,2.73,2.84,2030,5.47,30.88,89.86,50.02
11.02,16,4.15,1.65,1264,5.17,31.85,86.7,41.22
8.73,18,7.05,1.93,2763,1.77,14.76,80.81,21.56
14.92,29,3.34,1.18,3263,4.27,31.47,84.59,14.17
9.67,3,2.18,3.58,2355,5.65,19.32,76.85,33.41
14.93,16,9.5,2.13,3587,7.3,36.61,81.92,75.83
14.01,39,3.18,3.86,3735,6.46,33.68,94.33,16.74
11.37,36,2.9,3.43,280,5.6,12.16,81.49,17.85
4.4,37,7.02,4.56,2873,9.83,19.15,73.52,96.12
9.01,37,5.3,4.75,3952,2.35,20.86,91.88,22.5
5.21,1,3.66,2.92,915,6.7,17.63,78.57,34.74
2.38,20,6.53,3.31,1627,2.49,10.92,90.5,47.42
7.06,31,2.98,3.0,4399,3.39,31.55,90.03,55.94
14.95,48,7.77,2.63,2701,8.45,32.33,92.25,98.56
13.32,49,9.07,1.0,387,4.45,17.51,69.69,82.47
2.16,7,8.16,3.92,4332,5.24,14.78,76.37,56.55
5.35,1,2.79,3.7,4411,6.96,29.0,87.96,72.6
3.84,17,2.98,1.29,3484,3.09,11.51,77.29,17.46
7.01,22,7.18,1.64,1169,9.6,16.93,77.47,12.53
2.19,6,5.72,4.0,1404,2.95,14.8,96.02,11.24
7.93,49,3.33,1.63,1812,5.76,16.55,74.36,29.2
5.69,7,5.79,2.17,2717,8.17,11.22,83.26,87.55
3.34,11,2.86,2.31,4268,2.02,25.67,74.59,13.42
2.28,46,5.2,4.32,863,5.11,27.02,93.74,36.97
11.11,39,4.38,1.67,1952,4.4,10.96,79.08,68.86
3.96,33,1.62,2.63,1547,8.45,25.29,68.81,85.28
8.96,10,4.12,3.4,641,4.78,31.72,86.06,35.84
5.29,29,2.86,3.2,3053,5.96,19.73,73.91,54.21
12.56,2,9.72,4.74,2740,6.67,10.74,87.77,61.01
8.64,40,7.67,2.42,2756,6.29,20.97,85.22,64.99
4.71,23,9.25,1.35,2652,9.48,24.78,76.51,13.14
5.44,42,6.54,3.69,1188,4.83,18.18,71.91,69.51
13.05,31,9.55,4.59,3242,9.41,34.59,78.01,10.58
2.52,43,5.28,4.5,1939,7.08,34.03,92.98,40.7
3.6,26,7.41,1.93,1169,3.91,21.75,90.8,81.92
3.05,27,2.33,3.88,3642,6.37,9.33,75.32,13.88
14.25,12,3.62,2.6,390,3.93,22.65,89.56,44.7
5.56,42,1.12,2.49,971,7.29,28.39,95.85,85.8
14.87,44,1.13,4.19,2452,4.31,25.6,96.2,24.68
5.58,16,5.62,4.64,4779,2.0,28.83,68.03,44.95
11.33,24,9.34,4.01,4236,4.9,12.9,87.99,81.3
4.71,18,9.38,1.57,2075,4.49,21.18,83.21,65.07
7.59,12,3.55,3.0,4518,9.72,27.13,68.57,18.66
6.51,19,8.61,4.02,1681,2.56,30.82,83.65,35.26
3.58,9,6.43,2.5,2478,8.84,32.3,84.52,79.4
2.16,17,6.72,1.72,2685,3.43,17.58,95.92,91.02
6.84,28,3.52,4.32,318,8.41,27.05,70.99,86.57
6.35,15,8.08,4.16,4224,2.8,11.11,74.88,93.77
6.65,16,2.96,3.65,114,7.94,8.68,71.09,75.78
9.59,25,9.03,4.02,4038,5.43,21.1,89.03,56.44
5.79,24,6.59,2.43,1896,1.14,20.07,69.56,27.82
8.64,15,6.14,1.08,2913,7.98,29.69,86.88,59.91
6.37,46,4.59,2.31,775,9.89,25.98,93.32,72.86
14.35,9,5.13,3.18,136,7.63,11.63,80.76,64.07
9.95,38,3.4,2.16,1584,6.36,12.7,77.74,92.05
6.37,37,4.79,4.81,1165,2.96,34.59,69.6,81.79
6.35,1,7.14,1.79,3562,5.23,31.38,84.3,86.2
14.66,25,3.68,1.32,992,1.89,12.12,86.41,34.24
11.62,30,6.51,3.74,2084,3.93,31.66,96.81,19.28
12.84,5,3.98,3.41,2638,9.71,26.99,85.66,62.54
10.6,29,9.33,2.31,3450,4.38,34.54,95.74,78.8
6.6,49,3.18,4.13,3771,7.71,36.86,75.4,85.06
14.78,32,2.5,4.38,3265,6.54,10.59,86.93,94.29
13.6,40,6.98,1.03,4190,9.53,28.11,96.8,34.84
14.15,34,1.33,2.19,1969,2.49,30.65,71.11,45.19
14.47,12,4.2,4.03,4674,7.75,34.16,83.07,22.4
10.37,41,2.32,2.59,2593,9.85,12.11,72.42,42.17
9.91,15,9.75,4.92,3106,2.92,10.28,75.8,44.41
5.08,5,4.22,2.84,2687,6.07,25.36,74.09,28.72
4.39,3,2.73,1.34,4263,9.29,32.03,94.23,95.28
13.27,31,2.82,3.93,4406,2.44,32.19,74.32,11.01
4.56,25,5.67,4.22,2566,3.13,21.46,92.76,24.25
3.93,1,5.62,1.29,3791,5.65,30.8,70.94,52.71
12.65,47,5.39,1.33,4414,9.04,32.87,80.36,33.06
9.53,25,2.93,2.71,4024,6.72,15.03,87.63,98.95
3.74,46,7.49,4.82,1083,6.73,33.33,82.7,48.26
9.05,17,5.5,4.25,4527,2.87,11.49,86.4,69.63
13.63,30,7.65,4.82,1895,5.78,35.3,70.16,96.55
7.45,14,6.88,1.11,3545,4.52,29.83,92.31,91.59
3.26,29,8.55,1.88,4695,3.65,21.81,72.02,73.69
7.65,10,4.63,4.69,1260,3.52,13.8,74.22,59.84
8.38,3,6.73,2.32,693,2.53,24.54,70.0,25.13
13.83,2,7.91,4.45,109,5.97,9.13,77.49,72.48
12.18,19,3.46,2.96,377,3.07,21.84,73.98,83.5
2.55,3,2.72,3.79,4700,2.87,25.95,71.89,22.45
10.17,27,6.91,2.15,1444,5.33,33.86,82.43,19.02
11.95,11,1.9,3.94,4388,5.24,25.37,93.11,83.75
6.32,14,4.61,1.84,1955,3.4,25.76,91.6,36.25
9.78,29,4.39,1.44,4035,7.98,30.09,92.89,23.24
5.09,4,8.29,2.82,3001,2.76,14.14,79.44,40.98
11.15,4,2.86,4.74,2707,1.26,20.62,91.86,26.1
7.49,44,3.0,4.75,2113,4.98,24.9,95.88,70.57
3.41,28,3.92,2.28,1957,5.07,8.52,93.71,14.84
11.64,4,5.15,1.59,2645,7.41,33.78,91.09,97.38
3.24,48,8.76,2.71,4404,2.47,16.37,90.59,30.23
14.04,47,7.75,3.6,2968,9.08,29.62,94.78,73.66
11.0,9,2.83,3.37,2130,4.13,18.77,69.12,79.13
3.52,2,8.28,3.42,3370,8.64,30.74,74.98,47.56
8.21,40,9.61,3.74,3034,5.22,26.51,79.75,65.43
2.89,27,7.32,2.76,3638,5.63,8.38,88.64,12.26
8.79,14,9.81,4.85,1004,1.71,10.93,91.28,81.42
3.7,18,7.54,1.73,2924,2.76,35.56,91.56,25.06
12.53,28,7.96,3.73,2864,9.57,12.66,87.63,75.19
10.95,46,5.88,1.93,3593,2.49,18.07,82.36,72.41
6.76,25,9.8,1.72,2541,7.2,36.1,68.91,87.34
3.92,36,5.01,3.36,3258,9.71,26.48,78.3,19.58
10.17,30,4.03,3.73,4473,6.6,16.84,82.77,57.29
9.18,5,3.46,4.15,4199,6.16,33.21,89.06,23.38
9.62,43,3.36,1.23,4237,3.41,26.72,88.31,96.12
9.44,46,8.56,2.38,3334,8.67,24.39,85.19,88.56
13.31,43,6.55,3.65,576,6.11,25.47,73.63,25.99
14.57,24,2.42,2.26,2297,9.2,17.61,68.56,93.13
4.7,40,4.98,3.41,4393,2.6,14.62,75.69,12.07
4.65,34,6.94,1.32,4147,7.11,10.52,85.68,39.73
2.58,31,4.44,2.06,1876,3.37,22.76,74.45,38.44
7.07,10,4.68,4.88,520,6.11,35.49,70.64,36.29
11.28,34,2.5,4.74,2207,3.95,10.19,88.11,86.84
12.75,25,1.95,4.9,2510,9.44,35.64,91.01,80.42
5.1,34,5.49,3.13,1832,8.08,19.38,91.98,47.27
6.38,29,3.66,1.52,3013,6.79,18.22,96.13,14.06
6.79,15,9.29,3.53,4260,3.06,36.07,84.83,20.95
10.89,36,2.1,4.71,3410,3.02,8.82,83.79,20.61
10.94,13,8.98,4.89,3584,8.6,27.4,71.78,17.86
13.63,12,4.85,2.71,3117,1.16,34.91,68.6,70.5
14.34,28,8.2,2.85,1161,7.41,30.62,81.87,87.7
8.02,17,3.99,4.51,2774,8.25,34.43,92.99,85.41
3.32,8,10.0,1.48,4162,1.99,18.77,86.95,58.3
2.65,37,4.52,4.8,3189,3.61,31.38,87.68,31.24
14.24,5,9.72,3.81,4988,7.09,20.96,69.93,37.03
8.75,48,8.68,4.78,4393,5.2,32.32,78.06,54.42
12.3,2,7.38,2.24,366,4.78,26.45,72.89,58.38
10.76,11,7.76,4.78,2699,4.54,23.15,92.82,51.14
7.98,2,2.5,2.87,1268,8.52,13.38,73.99,73.56
10.46,10,8.33,4.23,2343,7.64,28.92,87.99,68.05
14.62,35,1.46,4.85,3323,7.23,19.36,89.71,68.76
13.85,49,9.08,2.53,162,4.86,22.07,92.3,86.54
11.13,11,1.43,1.9,3276,6.23,35.79,72.46,30.75
12.86,20,9.7,2.3,1220,2.27,28.93,69.13,74.03
3.77,35,3.65,2.72,2898,6.76,9.45,82.69,77.54
5.09,31,1.73,2.13,3063,1.0,16.4,70.82,15.82
2.14,11,3.12,2.43,4956,4.94,8.65,72.7,71.04
12.14,5,3.04,4.95,703,8.09,17.01,91.63,68.3
2.48,10,5.0,2.23,1316,1.44,21.28,81.19,89.34
11.8,14,2.13,3.34,2654,1.37,26.68,78.34,49.76
7.95,21,5.97,3.75,4031,3.82,9.82,91.81,43.98
12.88,32,2.22,1.85,2572,7.62,29.1,76.65,38.85
14.35,3,5.61,3.36,852,9.54,33.54,82.48,98.13
13.15,26,4.12,1.39,3312,7.5,28.25,93.09,71.8
4.64,33,3.48,4.81,1352,8.4,21.53,87.1,44.48
8.52,38,1.26,2.76,452,6.96,19.58,90.39,46.22
12.35,49,3.65,3.98,2421,4.48,14.0,77.74,61.19
2.72,13,6.13,3.84,1738,6.49,28.21,77.7,17.5
4.73,8,3.15,4.16,4268,3.7,29.14,82.1,40.21
8.09,25,2.55,1.99,3435,2.47,12.37,93.57,15.89
4.34,1,6.28,4.05,1360,9.73,30.85,75.41,92.11
7.06,45,5.77,2.32,2561,6.11,20.92,91.21,16.49
8.72,15,1.05,3.41,3052,6.31,29.64,76.26,21.12
6.71,3,6.97,3.41,3380,1.06,13.45,69.71,86.09
7.87,46,1.24,2.28,3018,7.54,19.37,76.01,62.32
7.23,18,2.91,4.73,1375,2.14,13.42,78.3,13.93
3.79,6,3.23,4.62,3475,4.5,8.99,80.22,97.0
5.12,49,4.57,4.17,1399,6.59,10.34,91.63,92.22
14.13,7,9.23,2.28,2943,4.3,9.7,89.38,57.8
6.65,6,9.58,3.57,3000,3.66,33.68,74.63,59.86
7.93,32,4.17,4.59,2930,7.72,26.48,73.3,72.89
11.72,40,9.45,4.26,1275,1.83,34.13,94.17,99.5
9.92,35,6.65,1.01,157,1.97,12.84,86.26,56.73
4.5,46,3.35,2.05,3555,5.39,11.85,70.53,94.79
12.56,26,9.86,2.51,4644,2.45,34.35,89.08,26.9
11.16,33,7.82,4.69,4723,7.94,33.2,96.01,38.77
13.37,42,2.83,2.89,2214,8.8,33.91,87.75,77.75
9.38,44,5.99,3.1,3277,6.34,31.85,72.72,23.11
6.28,3,3.89,1.92,2248,5.87,26.21,97.0,61.08
4.5,5,2.85,2.41,320,8.92,19.53,68.97,91.42
2.32,31,6.24,4.0,903,1.8,11.46,77.78,17.0
4.06,45,7.03,2.28,2995,9.47,29.27,86.11,91.36
8.56,40,9.09,4.31,3644,9.13,34.13,76.26,14.38
2.53,18,7.24,3.37,4424,1.56,14.9,68.7,64.36
4.5,23,6.85,3.39,4070,6.5,27.61,93.68,54.69
6.84,20,4.27,3.38,1665,7.7,32.99,69.19,18.02
7.72,19,4.04,2.67,3009,7.17,12.2,88.06,10.82
5.22,49,9.52,4.57,1423,1.4,36.08,88.82,41.19
13.15,36,1.66,3.31,799,3.92,34.74,80.7,60.57
13.23,48,3.15,3.24,2344,4.09,28.04,81.5,35.33
6.66,47,2.3,3.53,3513,7.72,19.68,79.39,79.47
12.62,24,4.28,2.25,4887,4.87,32.63,68.7,15.53
8.31,38,4.45,2.11,3240,7.07,21.12,75.62,27.11
3.49,7,4.11,3.53,4307,3.0,22.65,80.82,80.14
14.74,26,4.12,2.92,479,7.42,13.69,73.59,41.71
14.62,12,1.51,4.68,851,5.26,23.46,91.07,31.05
14.67,37,4.74,4.67,2086,9.75,33.27,80.69,31.93
9.44,9,3.11,2.89,1632,1.87,24.24,86.0,64.33
9.01,49,7.25,3.61,1496,7.52,31.91,87.66,72.07
7.39,37,5.38,2.77,1370,3.07,8.66,77.32,57.19
12.91,20,8.52,1.12,4476,8.87,14.74,95.8,64.77
12.14,47,2.45,1.27,1103,9.52,34.16,86.72,88.17
10.82,43,6.35,3.67,1799,6.69,16.14,86.03,67.07
13.1,12,6.23,3.9,4957,9.79,19.48,79.45,92.67
8.55,35,4.61,4.64,482,6.38,11.17,91.41,47.39
9.77,2,3.27,3.61,2984,9.2,14.31,85.6,86.01
3.76,48,3.01,2.56,2664,7.66,19.9,73.45,76.83
9.28,44,6.54,3.99,1087,7.32,10.75,70.96,62.19
11.29,16,6.87,1.76,2909,2.38,36.44,85.43,43.34
9.33,44,2.79,2.88,131,4.17,12.11,80.07,15.4
11.08,8,6.39,1.6,337,6.93,18.68,81.59,86.31
4.63,17,4.15,1.69,3627,4.54,32.84,86.26,65.21
4.63,33,7.57,2.76,4606,5.23,36.86,75.41,26.75
4.24,8,3.1,2.61,2446,8.7,8.47,76.21,38.33
14.68,49,6.56,2.66,2462,2.47,24.84,69.48,68.0
10.11,5,2.62,2.96,446,2.24,35.34,81.69,81.33
10.57,37,7.7,3.2,4143,2.64,27.36,82.19,44.54
12.56,21,7.0,1.24,3035,8.32,14.09,83.08,80.35
3.93,39,9.97,1.43,2706,6.98,8.67,70.56,20.35
6.99,47,9.52,4.28,852,8.5,33.35,84.87,76.34
14.41,18,3.28,2.46,4051,6.75,12.1,68.03,34.98
9.05,1,9.62,4.3,184,1.22,12.61,90.86,26.89
9.73,41,2.65,4.84,156,8.65,11.8,82.69,23.32
5.84,11,7.1,4.08,1970,1.03,16.47,69.75,44.34
7.83,19,9.6,1.88,3968,2.67,17.26,91.87,32.28
13.33,27,5.99,3.57,354,5.82,9.06,81.93,52.08
6.11,40,4.01,4.3,4773,5.41,29.15,96.79,25.58
14.64,2,2.42,2.78,4643,3.45,34.36,68.89,78.84
6.73,19,5.61,1.74,3754,1.06,22.69,77.56,44.64
10.92,18,9.63,3.68,634,1.35,17.56,68.91,69.26
14.27,20,8.87,3.81,1290,4.69,23.78,74.74,96.46
12.08,5,7.82,4.18,2910,6.23,13.16,76.51,35.08
4.31,15,1.53,2.35,1792,2.86,31.72,93.26,74.13
2.76,43,1.76,3.04,806,2.69,33.39,94.97,77.55
5.32,43,7.7,2.65,4105,5.62,11.31,90.43,40.3
4.63,39,9.99,2.85,231,5.55,9.31,83.98,11.86
4.26,45,7.3,1.52,2163,5.4,25.66,91.09,54.65
7.6,17,8.13,1.12,4683,8.81,13.26,79.35,59.35
14.14,34,9.14,4.55,2588,3.78,15.24,87.23,20.65
